seed,dimension,time_afw,solution_afw,termination_afw
1,20,63.767,1.2658745372323663,OPTIMAL
1,20,63.76,1.2658745372323663,OPTIMAL
1,20,69.784,1.2658745372323663,OPTIMAL
1,20,90.708,1.2658745372323663,OPTIMAL
2,20,67.02,-4.930225190397363,OPTIMAL
2,20,68.717,-4.930225190397363,OPTIMAL
3,20,170.84,1.4037574423466936,OPTIMAL
3,20,134.852,1.4037574423466936,OPTIMAL
4,20,264.179,0.5686080969010998,OPTIMAL
4,20,250.342,0.5686080969010998,OPTIMAL
5,20,132.539,-2.3615473444687503,OPTIMAL
5,20,124.087,-2.3615473444687503,OPTIMAL
6,20,224.548,-8.917010648707457,OPTIMAL
6,20,212.766,-8.917010648707457,OPTIMAL
7,20,122.282,2.4385252917781446,OPTIMAL
7,20,72.089,2.4385252917781446,OPTIMAL
1,25,174.342,3.064385575894592,OPTIMAL
1,25,198.821,3.064385575894592,OPTIMAL
2,25,150.003,3.577052275587004,OPTIMAL
2,25,124.228,3.577052275587004,OPTIMAL
3,25,251.358,2.2152637314483545,OPTIMAL
3,25,281.842,2.2152637314483545,OPTIMAL
4,25,118.916,7.003511052171426,OPTIMAL
4,25,115.481,7.003511052171426,OPTIMAL
5,25,197.47,-6.582704719193822,OPTIMAL
5,25,198.806,-6.582704719193822,OPTIMAL
6,25,120.452,5.274775664864363,OPTIMAL
6,25,120.989,5.274775664864363,OPTIMAL
7,25,121.184,3.910201133873616,OPTIMAL
7,25,120.116,3.910201133873616,OPTIMAL
1,30,194.003,5.523682232067458,OPTIMAL
1,30,194.071,5.523682232067458,OPTIMAL
2,30,148.944,7.035181744964532,OPTIMAL
2,30,149.054,7.035181744964532,OPTIMAL
3,30,214.09,1.323910728602376,OPTIMAL
3,30,212.232,1.323910728602376,OPTIMAL
4,30,145.566,5.641999694466306,OPTIMAL
4,30,145.967,5.641999694466306,OPTIMAL
5,30,148.849,5.946586837571959,OPTIMAL
5,30,149.187,5.946586837571959,OPTIMAL
6,30,189.535,6.3330059909113245,OPTIMAL
6,30,187.422,6.3330059909113245,OPTIMAL
7,30,1188.738,-6.858855252879609,OPTIMAL
7,30,1218.709,-6.858855252879609,OPTIMAL
1,35,190.797,6.514563951553402,OPTIMAL
1,35,189.076,6.514563951553402,OPTIMAL
2,35,372.537,2.1412733647313287,OPTIMAL
2,35,359.144,2.1412733647313287,OPTIMAL
3,35,210.826,6.913338934161181,OPTIMAL
3,35,213.554,6.913338934161181,OPTIMAL
4,35,274.294,3.056180406502043,OPTIMAL
4,35,269.48,3.056180406502043,OPTIMAL
5,35,521.542,1.2883581448262902,OPTIMAL
5,35,565.411,1.2883581448262902,OPTIMAL
6,35,315.974,-0.5540655212899406,OPTIMAL
6,35,303.362,-0.5540655212899406,OPTIMAL
7,35,758.49,0.848113097447935,OPTIMAL
7,35,785.507,0.848113097447935,OPTIMAL
1,40,223.009,6.668905686660359,OPTIMAL
1,40,239.934,6.668905686660359,OPTIMAL
2,40,422.816,10.366094011721161,OPTIMAL
2,40,390.785,10.366094011721161,OPTIMAL
3,40,321.265,6.981144660277266,OPTIMAL
3,40,325.737,6.981144660277266,OPTIMAL
4,40,245.376,9.881754761554713,OPTIMAL
4,40,242.403,9.881754761554713,OPTIMAL
5,40,257.066,6.165277011653874,OPTIMAL
5,40,259.424,6.165277011653874,OPTIMAL
6,40,1800.03,-2.2746500992275465,Time limit reached
6,40,1800.203,-2.2746500992275465,Time limit reached
7,40,334.122,6.817786289214361,OPTIMAL
7,40,334.498,6.817786289214361,OPTIMAL
1,45,1800.781,3.2623219447755982,Time limit reached
1,45,1800.235,3.2623219447755982,Time limit reached
2,45,1800.867,-9.627691380382434,Time limit reached
2,45,1800.237,-9.627691380382434,Time limit reached
3,45,1127.136,0.02527967492143013,Optimal (tree empty)
3,45,1139.604,0.02527967492143013,Optimal (tree empty)
4,45,350.798,10.701337940556193,OPTIMAL
4,45,350.995,10.701337940556193,OPTIMAL
5,45,1800.332,2.697072156649412,Time limit reached
5,45,1800.674,2.697072156649412,Time limit reached
6,45,287.092,5.495402245983364,OPTIMAL
6,45,287.39,5.495402245983364,OPTIMAL
7,45,440.186,12.62718452571226,OPTIMAL
7,45,441.616,12.62718452571226,OPTIMAL
1,50,1800.017,1.3812322791773113,Time limit reached
1,50,1800.344,1.3812322791773113,Time limit reached
2,50,676.171,4.622262909488774,OPTIMAL
2,50,836.762,4.622262909488774,OPTIMAL
3,50,1800.04,-18.716590066457442,Time limit reached
3,50,1800.349,-18.716590066457442,Time limit reached
4,50,1184.248,5.985565030656842,OPTIMAL
4,50,1101.977,5.985565030656842,OPTIMAL
5,50,388.365,9.980080860931746,OPTIMAL
5,50,381.671,9.980080860931746,OPTIMAL
6,50,0.939,-64.13672070452427,OPTIMAL
6,50,0.97,-64.13672070452427,OPTIMAL
7,50,587.322,4.82154724578178,OPTIMAL
7,50,557.459,4.82154724578178,OPTIMAL
